run_id,condition,seed,bank,scenario_id,term_reason,completion,collision,timeout,merge_order,role_V0,speed_class_V0,window_entry_step_V0,window_exit_step_V0,window_active_steps_V0,brake_action_count_window_V0,brake_rate_window_V0,c_brake_window_V0,hard_brake_events_window_V0,hard_brake_events_episode_V0,role_V1,speed_class_V1,window_entry_step_V1,window_exit_step_V1,window_active_steps_V1,brake_action_count_window_V1,brake_rate_window_V1,c_brake_window_V1,hard_brake_events_window_V1,hard_brake_events_episode_V1,role_V2,speed_class_V2,window_entry_step_V2,window_exit_step_V2,window_active_steps_V2,brake_action_count_window_V2,brake_rate_window_V2,c_brake_window_V2,hard_brake_events_window_V2,hard_brake_events_episode_V2,role_V3,speed_class_V3,window_entry_step_V3,window_exit_step_V3,window_active_steps_V3,brake_action_count_window_V3,brake_rate_window_V3,c_brake_window_V3,hard_brake_events_window_V3,hard_brake_events_episode_V3
baseline_900101,baseline,900101,H1,H1_00075,success,1,0,0,V1>V3>V0>V2,ramp,slow,25.0,52.0,27,0,0.0,0.043907,0,0,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,mainline,slow,26.0,53.0,27,0,0.0,0.023916,0,0,mainline,fast,20.0,47.0,27,0,0.0,0.031191,0,1
baseline_900101,baseline,900101,H1,H1_00076,success,1,0,0,V0>V3>V1>V2,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,ramp,slow,25.0,52.0,27,0,0.0,0.043907,0,0,mainline,fast,27.0,53.0,26,0,0.0,0.010373,0,0,mainline,slow,20.0,47.0,27,0,0.0,0.041927,0,0
baseline_900101,baseline,900101,H1,H1_00077,success,1,0,0,V1>V2>V0>V3,ramp,slow,25.0,52.0,27,0,0.0,0.036505,0,0,ramp,fast,19.0,45.0,26,0,0.0,0.044123,0,0,mainline,slow,19.0,47.0,28,0,0.0,0.042384,0,0,mainline,fast,26.0,53.0,27,0,0.0,0.179618,0,1
baseline_900101,baseline,900101,H1,H1_00078,success,1,0,0,V3>V0>V1>V2,ramp,fast,20.0,47.0,27,0,0.0,0.010546,0,1,ramp,slow,24.0,51.0,27,0,0.0,0.043799,0,0,mainline,slow,26.0,53.0,27,0,0.0,0.024783,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.018619,0,1
baseline_900101,baseline,900101,H1,H1_00079,success,1,0,0,V2>V0>V3>V1,ramp,slow,19.0,47.0,28,0,0.0,0.041927,0,0,ramp,fast,26.0,53.0,27,0,0.0,0.206844,1,2,mainline,fast,19.0,46.0,27,0,0.0,0.04417,0,0,mainline,slow,25.0,52.0,27,1,0.037037037037037,0.043907,0,0
baseline_900101,baseline,900101,H1,H1_00080,success,1,0,0,V0>V3>V2>V1,ramp,fast,20.0,46.0,26,2,0.0769230769230769,0.04417,0,0,ramp,slow,27.0,54.0,27,0,0.0,0.03768,0,1,mainline,slow,26.0,53.0,27,0,0.0,0.043994,0,0,mainline,fast,21.0,47.0,26,13,0.5,0.024095,0,3
baseline_900101,baseline,900101,H1,H1_00081,success,1,0,0,V0>V3>V1>V2,ramp,fast,20.0,46.0,26,0,0.0,0.04417,0,0,ramp,slow,26.0,52.0,26,0,0.0,0.043907,0,0,mainline,slow,26.0,53.0,27,0,0.0,0.006736,0,0,mainline,fast,21.0,47.0,26,0,0.0,0.018785,0,0
baseline_900101,baseline,900101,H1,H1_00082,success,1,0,0,V3>V0>V1>V2,ramp,slow,19.0,47.0,28,0,0.0,0.027028,0,0,ramp,fast,27.0,53.0,26,0,0.0,0.019965,0,0,mainline,fast,28.0,55.0,27,0,0.0,0.016954,0,5,mainline,slow,18.0,45.0,27,0,0.0,0.042384,0,0
baseline_900101,baseline,900101,H1,H1_00083,success,1,0,0,V2>V0>V1>V3,ramp,fast,20.0,47.0,27,0,0.0,0.024134,0,0,ramp,slow,25.0,52.0,27,0,0.0,0.043907,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.04417,0,0,mainline,slow,26.0,53.0,27,0,0.0,0.043305,0,2
baseline_900101,baseline,900101,H1,H1_00084,success,1,0,0,V3>V0>V2>V1,ramp,slow,18.0,46.0,28,0,0.0,0.042384,0,0,ramp,fast,26.0,52.0,26,1,0.0384615384615384,0.437246,1,1,mainline,slow,24.0,51.0,27,1,0.037037037037037,0.043799,0,0,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0
baseline_900101,baseline,900101,H1,H1_00085,success,1,0,0,V1>V3>V0>V2,ramp,slow,25.0,51.0,26,0,0.0,0.043799,0,0,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,fast,26.0,53.0,27,1,0.037037037037037,0.012541,0,1,mainline,slow,18.0,46.0,28,14,0.5,0.042384,0,0
baseline_900101,baseline,900101,H1,H1_00086,success,1,0,0,V0>V2>V3>V1,ramp,fast,19.0,45.0,26,0,0.0,0.044123,0,0,ramp,slow,26.0,53.0,27,0,0.0,0.029393,0,0,mainline,fast,20.0,46.0,26,0,0.0,0.024047,0,0,mainline,slow,25.0,52.0,27,0,0.0,0.043907,0,0
baseline_900101,baseline,900101,H1,H1_00087,success,1,0,0,V3>V0>V2>V1,ramp,slow,20.0,47.0,27,0,0.0,0.041927,0,0,ramp,fast,27.0,53.0,26,0,0.0,0.010373,0,0,mainline,slow,25.0,52.0,27,0,0.0,0.043907,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.04417,0,0
baseline_900101,baseline,900101,H1,H1_00088,success,1,0,0,V2>V1>V3>V0,ramp,fast,27.0,54.0,27,0,0.0,0.010382,0,0,ramp,slow,20.0,48.0,28,0,0.0,0.041927,0,0,mainline,fast,20.0,46.0,26,0,0.0,0.04417,0,0,mainline,slow,26.0,52.0,26,0,0.0,0.043907,0,0
baseline_900101,baseline,900101,H1,H1_00089,success,1,0,0,V2>V0>V1>V3,ramp,slow,18.0,46.0,28,0,0.0,0.041927,0,0,ramp,fast,26.0,53.0,27,1,0.037037037037037,0.441327,2,2,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,slow,25.0,53.0,28,9,0.3214285714285714,1.172275,1,1
baseline_900101,baseline,900101,H1,H1_00090,success,1,0,0,V1>V2>V0>V3,ramp,slow,24.0,51.0,27,0,0.0,0.043799,0,0,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,slow,18.0,46.0,28,0,0.0,0.041927,0,0,mainline,fast,26.0,52.0,26,1,0.0384615384615384,0.44592,1,2
baseline_900101,baseline,900101,H1,H1_00091,success,1,0,0,V1>V3>V0>V2,ramp,fast,28.0,54.0,26,0,0.0,0.021038,0,0,ramp,slow,18.0,46.0,28,0,0.0,0.042756,0,0,mainline,fast,28.0,55.0,27,0,0.0,0.016491,0,6,mainline,slow,20.0,48.0,28,0,0.0,0.0011,0,0
baseline_900101,baseline,900101,H1,H1_00092,success,1,0,0,V1>V3>V0>V2,ramp,slow,25.0,52.0,27,0,0.0,0.043907,0,0,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,fast,26.0,53.0,27,0,0.0,0.030207,0,1,mainline,slow,18.0,46.0,28,0,0.0,0.042384,0,0
baseline_900101,baseline,900101,H1,H1_00093,success,1,0,0,V0>V2>V3>V1,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,ramp,slow,26.0,53.0,27,0,0.0,0.043305,0,2,mainline,fast,19.0,46.0,27,0,0.0,0.043799,0,2,mainline,slow,25.0,51.0,26,0,0.0,0.043799,0,0
baseline_900101,baseline,900101,H1,H1_00094,success,1,0,0,V0>V2>V1>V3,ramp,slow,20.0,49.0,29,0,0.0,0.014848,0,0,ramp,fast,27.0,54.0,27,0,0.0,0.022221,0,0,mainline,slow,21.0,52.0,31,0,0.0,0.009777,0,0,mainline,fast,28.0,55.0,27,0,0.0,0.024876,0,3
baseline_900101,baseline,900101,H1,H1_00095,success,1,0,0,V1>V3>V2>V0,ramp,slow,25.0,53.0,28,0,0.0,0.029393,0,0,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,slow,24.0,51.0,27,0,0.0,0.043799,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.024047,0,0
baseline_900101,baseline,900101,H1,H1_00096,success,1,0,0,V0>V2>V1>V3,ramp,fast,20.0,46.0,26,0,0.0,0.04417,0,0,ramp,slow,25.0,52.0,27,0,0.0,0.043907,0,0,mainline,slow,20.0,47.0,27,0,0.0,0.041927,0,0,mainline,fast,27.0,53.0,26,0,0.0,0.029552,0,1
baseline_900101,baseline,900101,H1,H1_00097,success,1,0,0,V3>V0>V1>V2,ramp,slow,18.0,47.0,29,0,0.0,0.001085,0,0,ramp,fast,26.0,53.0,27,0,0.0,0.018468,0,0,mainline,fast,27.0,54.0,27,0,0.0,0.043505,0,6,mainline,slow,17.0,45.0,28,0,0.0,0.042384,0,0
baseline_900101,baseline,900101,H1,H1_00098,success,1,0,0,V1>V2>V0>V3,ramp,slow,25.0,52.0,27,0,0.0,0.043907,0,0,ramp,fast,20.0,46.0,26,0,0.0,0.04417,0,0,mainline,slow,20.0,48.0,28,0,0.0,0.042384,0,0,mainline,fast,27.0,53.0,26,0,0.0,0.010373,0,0
baseline_900101,baseline,900101,H1,H1_00099,success,1,0,0,V3>V1>V0>V2,ramp,slow,25.0,52.0,27,0,0.0,0.043907,0,0,ramp,fast,20.0,47.0,27,0,0.0,0.02881,0,0,mainline,slow,26.0,53.0,27,0,0.0,0.026965,0,2,mainline,fast,19.0,45.0,26,0,0.0,0.044123,0,0
baseline_900101,baseline,900101,H1,H1_00100,success,1,0,0,V3>V0>V2>V1,ramp,slow,20.0,48.0,28,0,0.0,0.041927,0,0,ramp,fast,27.0,53.0,26,0,0.0,0.010373,0,0,mainline,slow,25.0,52.0,27,0,0.0,0.043907,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.04417,0,0
baseline_900101,baseline,900101,H1,H1_00101,success,1,0,0,V3>V1>V0>V2,ramp,fast,27.0,54.0,27,0,0.0,0.019997,0,0,ramp,slow,20.0,48.0,28,0,0.0,0.009645,0,0,mainline,fast,29.0,55.0,26,0,0.0,0.028782,0,6,mainline,slow,18.0,46.0,28,0,0.0,0.042756,0,0
baseline_900101,baseline,900101,H1,H1_00102,success,1,0,0,V1>V3>V0>V2,ramp,slow,24.0,53.0,29,9,0.3103448275862069,1.172275,1,1,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,fast,26.0,53.0,27,1,0.037037037037037,0.441327,2,2,mainline,slow,18.0,46.0,28,0,0.0,0.041927,0,0
baseline_900101,baseline,900101,H1,H1_00103,success,1,0,0,V1>V2>V3>V0,ramp,slow,25.0,53.0,28,0,0.0,0.031805,0,0,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.024047,0,0,mainline,slow,24.0,51.0,27,0,0.0,0.043799,0,0
baseline_900101,baseline,900101,H1,H1_00104,success,1,0,0,V0>V2>V1>V3,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,ramp,slow,25.0,52.0,27,1,0.037037037037037,0.043799,0,0,mainline,slow,19.0,47.0,28,0,0.0,0.042384,0,0,mainline,fast,26.0,53.0,27,0,0.0,0.375399,1,1
baseline_900101,baseline,900101,H1,H1_00105,success,1,0,0,V2>V1>V3>V0,ramp,fast,26.0,52.0,26,0,0.0,0.029513,0,1,ramp,slow,18.0,46.0,28,0,0.0,0.041927,0,0,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,slow,24.0,51.0,27,0,0.0,0.043799,0,0
baseline_900101,baseline,900101,H1,H1_00106,success,1,0,0,V1>V3>V0>V2,ramp,slow,25.0,52.0,27,0,0.0,0.043907,0,0,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,fast,26.0,53.0,27,0,0.0,0.012541,0,1,mainline,slow,18.0,46.0,28,0,0.0,0.041927,0,0
baseline_900101,baseline,900101,H1,H1_00107,success,1,0,0,V2>V1>V0>V3,ramp,fast,27.0,54.0,27,0,0.0,0.021038,0,0,ramp,slow,20.0,48.0,28,0,0.0,0.009645,0,0,mainline,slow,18.0,46.0,28,0,0.0,0.042756,0,0,mainline,fast,28.0,55.0,27,0,0.0,0.041241,0,6
baseline_900101,baseline,900101,H1,H1_00108,success,1,0,0,V3>V1>V0>V2,ramp,slow,24.0,51.0,27,0,0.0,0.043799,0,0,ramp,fast,19.0,46.0,27,0,0.0,0.043799,0,2,mainline,slow,25.0,52.0,27,0,0.0,0.018576,0,0,mainline,fast,18.0,44.0,26,0,0.0,0.044065,0,0
baseline_900101,baseline,900101,H1,H1_00109,success,1,0,0,V1>V3>V0>V2,ramp,fast,27.0,54.0,27,0,0.0,0.022221,0,0,ramp,slow,20.0,49.0,29,0,0.0,0.016395,0,0,mainline,fast,28.0,55.0,27,4,0.1481481481481481,0.209723,1,6,mainline,slow,20.0,52.0,32,0,0.0,0.015835,0,0
baseline_900101,baseline,900101,H1,H1_00110,success,1,0,0,V3>V1>V2>V0,ramp,fast,26.0,53.0,27,0,0.0,0.238104,1,1,ramp,slow,18.0,46.0,28,0,0.0,0.042384,0,0,mainline,slow,25.0,51.0,26,1,0.0384615384615384,0.043799,0,0,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0
baseline_900101,baseline,900101,H1,H1_00111,success,1,0,0,V0>V3>V1>V2,ramp,slow,20.0,49.0,29,0,0.0,0.014848,0,0,ramp,fast,27.0,54.0,27,0,0.0,0.022523,0,0,mainline,fast,28.0,55.0,27,0,0.0,0.014802,0,4,mainline,slow,21.0,52.0,31,0,0.0,0.009777,0,0
baseline_900101,baseline,900101,H1,H1_00112,success,1,0,0,V3>V0>V1>V2,ramp,fast,19.0,46.0,27,0,0.0,0.043799,0,2,ramp,slow,25.0,52.0,27,0,0.0,0.043907,0,0,mainline,slow,26.0,53.0,27,0,0.0,0.023916,0,0,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0
baseline_900101,baseline,900101,H1,H1_00113,success,1,0,0,V1>V3>V0>V2,ramp,slow,25.0,52.0,27,0,0.0,0.043907,0,0,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,mainline,fast,26.0,53.0,27,0,0.0,0.019255,0,1,mainline,slow,19.0,47.0,28,0,0.0,0.042384,0,0
baseline_900101,baseline,900101,H1,H1_00114,success,1,0,0,V0>V3>V2>V1,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,ramp,slow,26.0,53.0,27,0,0.0,0.032444,0,0,mainline,slow,25.0,52.0,27,0,0.0,0.043907,0,0,mainline,fast,20.0,47.0,27,0,0.0,0.043907,0,2
baseline_900101,baseline,900101,H1,H1_00115,success,1,0,0,V0>V3>V1>V2,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,ramp,slow,25.0,52.0,27,0,0.0,0.043907,0,0,mainline,fast,27.0,53.0,26,0,0.0,0.010373,0,0,mainline,slow,20.0,47.0,27,0,0.0,0.041927,0,0
baseline_900101,baseline,900101,H1,H1_00116,success,1,0,0,V3>V1>V0>V2,ramp,slow,24.0,51.0,27,0,0.0,0.043799,0,0,ramp,fast,19.0,46.0,27,0,0.0,0.043799,0,2,mainline,slow,25.0,53.0,28,0,0.0,0.043305,0,2,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0
baseline_900101,baseline,900101,H1,H1_00117,success,1,0,0,V0>V2>V1>V3,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,ramp,slow,25.0,52.0,27,0,0.0,0.043907,0,0,mainline,slow,19.0,47.0,28,0,0.0,0.042384,0,0,mainline,fast,27.0,53.0,26,0,0.0,0.018889,0,1
baseline_900101,baseline,900101,H1,H1_00118,success,1,0,0,V3>V0>V1>V2,ramp,slow,19.0,48.0,29,0,0.0,0.023672,0,0,ramp,fast,28.0,54.0,26,0,0.0,0.021748,0,0,mainline,fast,29.0,56.0,27,0,0.0,0.031507,0,6,mainline,slow,18.0,46.0,28,0,0.0,0.042756,0,0
baseline_900101,baseline,900101,H1,H1_00119,success,1,0,0,V1>V3>V0>V2,ramp,slow,25.0,52.0,27,0,0.0,0.043907,0,0,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,mainline,fast,27.0,53.0,26,0,0.0,0.019877,0,1,mainline,slow,19.0,47.0,28,0,0.0,0.041927,0,0
baseline_900101,baseline,900101,H1,H1_00120,success,1,0,0,V3>V1>V0>V2,ramp,fast,28.0,55.0,27,0,0.0,0.020024,0,0,ramp,slow,20.0,48.0,28,0,0.0,0.035826,0,1,mainline,fast,29.0,56.0,27,1,0.037037037037037,9.6e-05,0,5,mainline,slow,19.0,46.0,27,0,0.0,0.042756,0,0
baseline_900101,baseline,900101,H1,H1_00121,success,1,0,0,V0>V2>V1>V3,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,ramp,slow,25.0,52.0,27,0,0.0,0.043907,0,0,mainline,slow,19.0,47.0,28,0,0.0,0.041927,0,0,mainline,fast,26.0,53.0,27,0,0.0,0.012769,0,0
baseline_900101,baseline,900101,H1,H1_00122,success,1,0,0,V1>V3>V2>V0,ramp,slow,24.0,54.0,30,2,0.0666666666666666,1.288191,1,1,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,fast,25.0,52.0,27,3,0.1111111111111111,0.734809,1,1,mainline,slow,18.0,46.0,28,0,0.0,0.041927,0,0
baseline_900101,baseline,900101,H1,H1_00123,success,1,0,0,V2>V0>V3>V1,ramp,slow,19.0,47.0,28,0,0.0,0.041927,0,0,ramp,fast,26.0,53.0,27,0,0.0,0.012769,0,0,mainline,fast,19.0,45.0,26,0,0.0,0.044123,0,0,mainline,slow,25.0,52.0,27,0,0.0,0.043907,0,0
baseline_900101,baseline,900101,H1,H1_00124,success,1,0,0,V3>V1>V0>V2,ramp,slow,24.0,51.0,27,0,0.0,0.043799,0,0,ramp,fast,19.0,46.0,27,0,0.0,0.029455,0,0,mainline,slow,25.0,52.0,27,0,0.0,0.023962,0,0,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0
baseline_900101,baseline,900101,H1,H1_00125,success,1,0,0,V2>V1>V3>V0,ramp,fast,27.0,53.0,26,0,0.0,0.010373,0,0,ramp,slow,20.0,47.0,27,0,0.0,0.042384,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.04417,0,0,mainline,slow,25.0,52.0,27,0,0.0,0.043907,0,0
baseline_900101,baseline,900101,H1,H1_00126,success,1,0,0,V0>V2>V1>V3,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,ramp,slow,25.0,52.0,27,0,0.0,0.043907,0,0,mainline,fast,20.0,47.0,27,0,0.0,0.029455,0,0,mainline,slow,26.0,53.0,27,0,0.0,0.024647,0,1
baseline_900101,baseline,900101,H1,H1_00127,success,1,0,0,V3>V1>V2>V0,ramp,fast,26.0,53.0,27,0,0.0,0.012769,0,0,ramp,slow,19.0,47.0,28,0,0.0,0.041927,0,0,mainline,slow,25.0,52.0,27,1,0.037037037037037,0.043907,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.04417,0,0
baseline_900101,baseline,900101,H1,H1_00128,success,1,0,0,V1>V2>V3>V0,ramp,slow,26.0,53.0,27,0,0.0,0.031805,0,0,ramp,fast,19.0,45.0,26,0,0.0,0.044123,0,0,mainline,fast,20.0,47.0,27,0,0.0,0.02881,0,0,mainline,slow,25.0,52.0,27,0,0.0,0.043907,0,0
baseline_900101,baseline,900101,H1,H1_00129,success,1,0,0,V1>V2>V0>V3,ramp,slow,25.0,52.0,27,1,0.037037037037037,0.043907,0,0,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,slow,18.0,46.0,28,0,0.0,0.041927,0,0,mainline,fast,26.0,53.0,27,0,0.0,0.002796,0,1
baseline_900101,baseline,900101,H1,H1_00130,success,1,0,0,V0>V3>V1>V2,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,ramp,slow,24.0,51.0,27,0,0.0,0.043799,0,0,mainline,fast,26.0,52.0,26,0,0.0,0.023804,0,1,mainline,slow,18.0,46.0,28,0,0.0,0.041927,0,0
baseline_900101,baseline,900101,H1,H1_00131,success,1,0,0,V2>V0>V3>V1,ramp,slow,19.0,47.0,28,0,0.0,0.042384,0,0,ramp,fast,27.0,53.0,26,0,0.0,0.010373,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.04417,0,0,mainline,slow,25.0,52.0,27,0,0.0,0.043907,0,0
baseline_900101,baseline,900101,H1,H1_00132,success,1,0,0,V0>V2>V1>V3,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,ramp,slow,24.0,51.0,27,0,0.0,0.043799,0,0,mainline,slow,18.0,46.0,28,0,0.0,0.042384,0,0,mainline,fast,26.0,53.0,27,1,0.037037037037037,0.446059,1,2
baseline_900101,baseline,900101,H1,H1_00133,success,1,0,0,V1>V2>V3>V0,ramp,slow,26.0,53.0,27,0,0.0,0.037452,0,0,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,mainline,fast,20.0,47.0,27,0,0.0,0.024095,0,0,mainline,slow,25.0,52.0,27,0,0.0,0.043907,0,0
baseline_900101,baseline,900101,H1,H1_00134,success,1,0,0,V1>V2>V0>V3,ramp,fast,27.0,54.0,27,0,0.0,0.021038,0,0,ramp,slow,18.0,46.0,28,0,0.0,0.042756,0,0,mainline,slow,19.0,47.0,28,0,0.0,0.023276,0,0,mainline,fast,28.0,55.0,27,0,0.0,0.012327,0,5
baseline_900101,baseline,900101,H1,H1_00135,success,1,0,0,V1>V3>V0>V2,ramp,fast,26.0,52.0,26,0,0.0,0.004627,0,0,ramp,slow,18.0,45.0,27,0,0.0,0.042384,0,0,mainline,fast,27.0,53.0,26,11,0.4230769230769231,0.420857,1,4,mainline,slow,19.0,47.0,28,0,0.0,0.001085,0,0
baseline_900101,baseline,900101,H1,H1_00136,success,1,0,0,V0>V3>V1>V2,ramp,fast,19.0,45.0,26,0,0.0,0.044123,0,0,ramp,slow,25.0,52.0,27,0,0.0,0.043907,0,0,mainline,fast,26.0,53.0,27,0,0.0,0.018136,0,1,mainline,slow,19.0,46.0,27,0,0.0,0.041927,0,0
baseline_900101,baseline,900101,H1,H1_00137,success,1,0,0,V0>V2>V1>V3,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,ramp,slow,26.0,52.0,26,0,0.0,0.043907,0,0,mainline,slow,20.0,48.0,28,0,0.0,0.042384,0,0,mainline,fast,27.0,53.0,26,0,0.0,0.010373,0,0
baseline_900101,baseline,900101,H1,H1_00138,success,1,0,0,V0>V2>V1>V3,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,ramp,slow,26.0,52.0,26,0,0.0,0.043907,0,0,mainline,slow,20.0,47.0,27,0,0.0,0.042384,0,0,mainline,fast,27.0,54.0,27,0,0.0,0.010382,0,0
baseline_900101,baseline,900101,H1,H1_00139,success,1,0,0,V1>V3>V0>V2,ramp,slow,25.0,52.0,27,0,0.0,0.043907,0,0,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,mainline,fast,27.0,53.0,26,0,0.0,0.010382,0,0,mainline,slow,19.0,47.0,28,0,0.0,0.042384,0,0
baseline_900101,baseline,900101,H1,H1_00140,success,1,0,0,V2>V1>V3>V0,ramp,fast,26.0,52.0,26,1,0.0384615384615384,0.443298,1,2,ramp,slow,18.0,46.0,28,0,0.0,0.041927,0,0,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,slow,24.0,51.0,27,0,0.0,0.043799,0,0
baseline_900101,baseline,900101,H1,H1_00141,success,1,0,0,V3>V1>V2>V0,ramp,fast,27.0,54.0,27,0,0.0,0.010382,0,0,ramp,slow,20.0,48.0,28,0,0.0,0.042384,0,0,mainline,slow,26.0,52.0,26,0,0.0,0.043907,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.04417,0,0
baseline_900101,baseline,900101,H1,H1_00142,success,1,0,0,V1>V3>V0>V2,ramp,slow,25.0,51.0,26,0,0.0,0.043799,0,0,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,slow,25.0,52.0,27,0,0.0,0.037294,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.024047,0,0
baseline_900101,baseline,900101,H1,H1_00143,success,1,0,0,V1>V2>V0>V3,ramp,slow,24.0,51.0,27,0,0.0,0.043799,0,0,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,slow,18.0,46.0,28,0,0.0,0.041927,0,0,mainline,fast,26.0,52.0,26,0,0.0,0.00591,0,1
baseline_900101,baseline,900101,H1,H1_00144,success,1,0,0,V3>V1>V0>V2,ramp,fast,26.0,53.0,27,0,0.0,0.004631,0,0,ramp,slow,19.0,47.0,28,0,0.0,0.042191,0,0,mainline,fast,27.0,54.0,27,0,0.0,0.0064,0,3,mainline,slow,18.0,46.0,28,0,0.0,0.042756,0,0
baseline_900101,baseline,900101,H1,H1_00145,success,1,0,0,V2>V0>V3>V1,ramp,slow,19.0,47.0,28,0,0.0,0.041927,0,0,ramp,fast,27.0,53.0,26,0,0.0,0.010373,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.04417,0,0,mainline,slow,25.0,52.0,27,0,0.0,0.043907,0,0
baseline_900101,baseline,900101,H1,H1_00146,success,1,0,0,V1>V2>V0>V3,ramp,slow,24.0,51.0,27,1,0.037037037037037,0.043799,0,0,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,slow,18.0,45.0,27,0,0.0,0.041927,0,0,mainline,fast,26.0,52.0,26,0,0.0,0.238028,1,1
baseline_900101,baseline,900101,H1,H1_00147,success,1,0,0,V0>V2>V3>V1,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,ramp,slow,25.0,54.0,29,10,0.3448275862068966,1.183362,1,1,mainline,slow,19.0,47.0,28,0,0.0,0.042384,0,0,mainline,fast,26.0,53.0,27,3,0.1111111111111111,0.412682,2,2
baseline_900101,baseline,900101,H1,H1_00148,success,1,0,0,V3>V0>V1>V2,ramp,slow,19.0,47.0,28,0,0.0,0.001085,0,0,ramp,fast,27.0,53.0,26,0,0.0,0.019965,0,0,mainline,fast,28.0,55.0,27,0,0.0,0.001219,0,5,mainline,slow,18.0,46.0,28,0,0.0,0.042756,0,0
baseline_900101,baseline,900101,H1,H1_00149,success,1,0,0,V0>V2>V1>V3,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,ramp,slow,26.0,52.0,26,0,0.0,0.043907,0,0,mainline,slow,20.0,47.0,27,0,0.0,0.041927,0,0,mainline,fast,27.0,54.0,27,0,0.0,0.027897,0,1
baseline_900101,baseline,900101,H1,H1_00150,success,1,0,0,V2>V1>V3>V0,ramp,fast,26.0,53.0,27,0,0.0,0.029552,0,1,ramp,slow,19.0,47.0,28,0,0.0,0.042384,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.04417,0,0,mainline,slow,25.0,52.0,27,0,0.0,0.043907,0,0
baseline_900101,baseline,900101,H1,H1_00151,success,1,0,0,V3>V1>V2>V0,ramp,fast,27.0,53.0,26,0,0.0,0.010373,0,0,ramp,slow,19.0,47.0,28,0,0.0,0.042384,0,0,mainline,slow,25.0,52.0,27,0,0.0,0.043907,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.04417,0,0
baseline_900101,baseline,900101,H1,H1_00152,success,1,0,0,V1>V3>V2>V0,ramp,slow,26.0,53.0,27,0,0.0,0.003144,0,2,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,slow,25.0,51.0,26,0,0.0,0.043799,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.028723,0,0
